date,site,who,transect,segment,vial_number,specimen_number,gross_ID,plant,notes,round,start_time,end_time,insect_subfamily,insect_genus,insect_species,fine_ID,tray_num,pollen
7/20/2017,Gothic Town,LG,P5,1,LG7,30806,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,LG,P5,1,LG8,30807,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,LG,P5,1,LG9,30808,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2017,Gothic Town,CM,P1,7,CM4,30809,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,CM,P1,2,CM5,30810,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,CM,P1,2,CM6,30811,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/20/2017,Gothic Town,LX,P5,8,LX7,30812,Syrphidae,Potentilla pulcherrima,,1,,,Syrphinae,Platycheirus,,Platycheirus 1,,
7/20/2017,Gothic Town,CM,P1,2,CM7,30813,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,CM,P1,2,CM8,30814,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,CM,P7,10,CM9,30815,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,CM,P7,6,,,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LX,P5,8,,,Bombus unknown,Potentilla pulcherrima,worker not caught,1,,,Apinae,Bombus,,Bombus,,
7/20/2017,Gothic Town,LX,P5,8,,,Bombus unknown,Potentilla pulcherrima,worker not caught,1,,,Apinae,Bombus,,Bombus,,
7/20/2017,Gothic Town,LX,P1,9,,,Bombus flavifrons,Potentilla pulcherrima,"worker, check bombus sheets for ID",1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/20/2017,Gothic Town,KE,P5,2,,,Bombus appositus,Delphinium barbeyi,"worker, r,o,_,_",1,,,Apinae,Bombus,appositus,Bombus appositus,,
7/20/2017,Gothic Town,CM,P7,6,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LG,P1,4,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LG,P1,4,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LG,P1,4,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LG,P1,4,,,Bombus bifarius,Pyrrocoma crocea,"workers, r,o,o,_",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/20/2017,Gothic Town,LG,P1,4,LG10,30816,Other fly,Potentilla pulcherrima,,1,,,Rhagioninae,Symphoromyia,,Symphoromyia,,
7/20/2017,Gothic Town,KE,P5,5,,,Syrphidae,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P5,5,,,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,9,,,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P1,3,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P1,8,K1,30817,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P1,8,K2,30818,Beetles,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P5,5,K3,30819,Other fly,Potentilla pulcherrima,,1,,,Eristalinae,Hiatomyia,,Hiatomyia,,
7/20/2017,Gothic Town,KE,P5,5,K4,30820,Syrphidae,Potentilla pulcherrima,,1,,,Syrphinae,Sphaerophoria,,Sphaerophoria,,
7/20/2017,Gothic Town,KE,P5,5,K5,30821,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,KE,P5,5,K6,30822,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,9,K7,30823,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,9,K8,30824,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,9,K9,30825,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,7,K10,30826,Moths,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,7,K11,30827,Other fly,Potentilla pulcherrima,,1,,,,,,Anthomyiidae 5,,
7/20/2017,Gothic Town,KE,P7,7,K12,30828,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,KE,P7,7,K13,30829,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,7,K14,30830,Small black solitary bee,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,KE,P7,7,K15,30831,Other fly,Potentilla pulcherrima,,1,,,Eristalinae,Hiatomyia,,Hiatomyia,,
7/20/2017,Gothic Town,KE,P7,7,K16,30832,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P7,7,K17,30833,Small black solitary bee,Potentilla pulcherrima,,1,,,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,,
7/20/2017,Gothic Town,KE,P7,7,K18,30834,Small black solitary bee,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,KE,P5,2,K19,30835,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P5,2,K20,30836,Other fly,Potentilla pulcherrima,,1,,,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,,
7/20/2017,Gothic Town,KE,P1,3,K21,30837,Beetles,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,KE,P1,3,,,Bombus bifarius,Delphinium barbeyi,"workers, r,_,r,y",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/20/2017,Gothic Town,ED,P5,7,,,Bombus flavifrons,Mertensia ciliata,"worker, r,o,_,_",1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/20/2017,Gothic Town,ED,P7,3,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LX,P7,5,LX4,30838,Syrphidae,Potentilla pulcherrima,,1,,,Syrphinae,Sphaerophoria,,Sphaerophoria,,
7/20/2017,Gothic Town,LX,P7,5,LX3,30839,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LX,P7,5,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LX,P7,5,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,LX,P7,4,LX2,30840,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P7,3,E1,30841,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P7,3,E2,30842,Hemipteran,Linum lewisii,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P7,3,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P7,2,E3,30843,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,CM,P1,2,,,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P1,1,E4,30844,Beetles,Ligusticum porteri,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P1,1,E5,30845,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/20/2017,Gothic Town,ED,P1,1,E6,30846,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/20/2017,Gothic Town,ED,P1,1,E7,30847,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P1,1,E8,30848,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/20/2017,Gothic Town,ED,P1,10,,,Syrphidae,Erigeron speciosus,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P7,8,E9,30849,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,septentrionalis,Thricops septentrionalis,,
7/20/2017,Gothic Town,ED,P7,8,E10,30850,Small black solitary bee,Potentilla pulcherrima,,1,,,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,,
7/20/2017,Gothic Town,ED,P5,6,E11,30851,Other fly,Potentilla pulcherrima,,1,,,,,,Anthomyiidae sp.,,
7/20/2017,Gothic Town,ED,P3,6,E12,30852,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P3,6,E13,30853,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P3,6,E14,30854,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P3,8,,,Bombus bifarius,Potentilla pulcherrima,"worker, r,o,_,o",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/20/2017,Gothic Town,ED,P3,8,E15,30855,Hemipteran,Potentilla pulcherrima,,1,,,,,,,,
7/20/2017,Gothic Town,ED,P3,8,,,Bombus bifarius,Potentilla pulcherrima,"worker, r,_,o,o",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,ED,P7,7,E1,30856,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,7,E2,30857,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,ED,P7,7,E3,30858,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P7,7,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,7,,,Small black solitary bee,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,7,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,7,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,E4,30859,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,,,Bombus appositus,Senecio crassulus,Queen,1,,,Apinae,Bombus,appositus,Bombus appositus,,
7/21/2017,Virginia Basin,ED,P1,4,E5,30860,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,E6,30861,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,E7,30862,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,,,Other fly,Linum lewisii,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,E8,30863,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E9,30864,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E10,30865,Other fly,Senecio crassulus,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,ED,P1,4,E11,30866,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E12,30867,Other fly,Senecio crassulus,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,ED,P1,4,E13,30868,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,4,E14,30869,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E15,30870,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E16,30871,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E17,30872,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,4,E18,30873,Small black solitary bee,Senecio crassulus,,1,,,Panurginae,Panurginus,ineptus,Panurginus ineptus,,
7/21/2017,Virginia Basin,ED,P1,4,,,Bombus sylvicola,Senecio crassulus,"worker, w,-,r,-",1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/21/2017,Virginia Basin,ED,P1,4,E19,30874,Small black solitary bee,Senecio crassulus,,1,,,Panurginae,Panurginus,ineptus,Panurginus ineptus,,
7/21/2017,Virginia Basin,ED,P1,4,,,Bombus flavifrons,Senecio crassulus,"worker, w,r,-,-",1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/21/2017,Virginia Basin,ED,P1,4,E20,30875,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,ED,P3,10,,,Bombus sylvicola,Castilleja sulphurea,"worker, w,-,-,r",1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/21/2017,Virginia Basin,ED,P3,10,E21,30876,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,ED,P3,10,E22,30877,Other fly,Potentilla pulcherrima,,1,,,,,,Anthomyiidae 3,,
7/21/2017,Virginia Basin,ED,P3,10,E23,30878,Syrphidae,Senecio crassulus,,1,,,Syrphinae,Lapposyrphus,,Lapposyrphus 1,,
7/21/2017,Virginia Basin,ED,P3,10,,,Bombus frigidus,Senecio crassulus,"worker, w,r,-,-",1,,,Apinae,Bombus,frigidus,Bombus frigidus,,
7/21/2017,Virginia Basin,ED,P3,10,E24,30879,Other fly,Castilleja sulphurea,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P3,10,E25,30880,Other fly,Senecio crassulus,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,ED,P7,5,E26,30881,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,5,,,Bombus frigidus,Senecio crassulus,"worker, w,-,-,r",1,,,Apinae,Bombus,frigidus,Bombus frigidus,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,5,E27,30882,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,5,E28,30883,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P7,5,,,Bombus bifarius,Senecio crassulus,"worker, w,-,-,r",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,ED,P7,5,,,Bombus frigidus,Senecio crassulus,"worker, w,-,r,-",1,,,Apinae,Bombus,frigidus,Bombus frigidus,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P7,5,,,Other fly,Helianthella quinquenervis,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,,,Bombus mixtus,Linum lewisii,"worker, w,r,w,r",1,,,Apinae,Bombus,mixtus,Bombus mixtus,,
7/21/2017,Virginia Basin,ED,P3,8,E29,30884,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,ED,P3,8,E30,30885,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,ED,P3,8,E31,30886,Other fly,Potentilla pulcherrima,,1,,,,,,Anthomyiidae sp.,,
7/21/2017,Virginia Basin,ED,P3,8,E32,30887,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,ED,P3,8,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,E33,30888,Small black solitary bee,Potentilla pulcherrima,,1,,,Panurginae,Panurginus,ineptus,Panurginus ineptus,,
7/21/2017,Virginia Basin,ED,P3,8,E34,30889,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P3,8,E35,30890,Syrphidae,Senecio crassulus,,1,,,Syrphinae,Platycheirus,,Platycheirus 2,,
7/21/2017,Virginia Basin,ED,P3,8,E36,30891,Other fly,Potentilla pulcherrima,,1,,,Rhagioninae,Symphoromyia,,Symphoromyia,,
7/21/2017,Virginia Basin,ED,P3,8,E37,30892,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,E38,30893,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,,,Other fly,Hymenoxys hoopesii,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P3,8,E39,30894,Small black solitary bee,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,6,E40,30895,Small black solitary bee,Senecio crassulus,,1,,,Panurginae,Panurginus,ineptus,Panurginus ineptus,,
7/21/2017,Virginia Basin,ED,P1,6,E41,30896,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,6,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,6,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,6,E42,30897,Other fly,Senecio crassulus,,1,,,,,,Tachinidae 3,,
7/21/2017,Virginia Basin,ED,P1,6,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,6,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,ED,P1,6,,,Bombus bifarius,Senecio crassulus,"worker, w,r,r,r",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,ED,P1,6,E43,30898,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,ED,P1,6,,,Bombus frigidus,Senecio crassulus,"previously tagged, ",1,,,Apinae,Bombus,frigidus,Bombus frigidus,,
7/21/2017,Virginia Basin,ED,P1,6,E44,30899,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,ED,P1,6,E45,30900,Syrphidae,Potentilla pulcherrima,,1,,,Eristalinae,Eristalis,,Eristalis,,
7/21/2017,Virginia Basin,ED,P1,6,,,Bombus bifarius,Senecio crassulus,"worker w,-,r,r",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,KE,P3,4,,,Bombus bifarius,Senecio crassulus,"worker, w,r,-,r",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,KE,P3,4,,,Bombus sylvicola,Senecio crassulus,"worker, w,r,-,-",1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/21/2017,Virginia Basin,KE,P5,2,,,Bombus bifarius,Senecio crassulus,"worker, w,-,r,-",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,KE,P5,2,,,Bombus flavifrons,Senecio crassulus,"worker, w,-,r,-",1,,,Apinae,Bombus,flavifrons,Bombus flavifrons,,
7/21/2017,Virginia Basin,KE,P3,2,,,Bombus bifarius,Senecio crassulus,"worker, w,o,-,-",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,KE,P3,2,,,Bombus bifarius,Senecio crassulus,"w,w,w,w",1,,,Apinae,Bombus,bifarius,Bombus bifarius,,
7/21/2017,Virginia Basin,KE,P3,2,,,Bombus sylvicola,Senecio crassulus,"worker, w,o,-,-",1,,,Apinae,Bombus,sylvicola,Bombus sylvicola,,
7/21/2017,Virginia Basin,KE,P5,2,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,2,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Syrphidae,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Small black solitary bee,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Syrphidae,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,10,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P3,2,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P3,2,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P3,2,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,7,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,7,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P7,6,,,Other fly,Ligusticum porteri,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P7,6,,,Other fly,Ligusticum porteri,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P7,6,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P7,6,,,Other fly,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P7,6,,,Small black solitary bee,Potentilla pulcherrima,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P3,4,K1,30901,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P3,4,K2,30902,Other fly,Potentilla pulcherrima,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,KE,P3,4,K3,30903,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P7,6,,,Bombus unknown,Senecio crassulus,worker,1,,,Apinae,Bombus,,Bombus,,
7/21/2017,Virginia Basin,KE,P1,3,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P1,3,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P1,3,,,Other fly,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P3,4,K4,30904,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P3,4,K5,30905,Other fly,Helianthella quinquenervis,,1,,,,,,Anthomyiidae sp.,,
7/21/2017,Virginia Basin,KE,P3,4,K6,30906,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P3,4,K7,30907,Other fly,Senecio crassulus,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,KE,P3,4,K8,30908,Other fly,Senecio crassulus,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,KE,P5,2,K9,30909,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K10,30910,Syrphidae,Potentilla pulcherrima,,1,,,Syrphinae,Chrysotoxum,,Chrysotoxum,,
7/21/2017,Virginia Basin,KE,P5,2,K11,30911,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K12,30912,Other fly,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,KE,P5,2,K13,30913,Syrphidae,Potentilla pulcherrima,,1,,,,,,Drymeia/Hydrotaea,,
7/21/2017,Virginia Basin,KE,P5,2,K14,30914,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K15,30915,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K16,30916,Other fly,Senecio crassulus,,1,,,Phaoniinae,Phaonia,,Phaonia,,
7/21/2017,Virginia Basin,KE,P5,2,K17,30917,Other fly,Potentilla pulcherrima,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K18,30918,Hemipteran,Senecio crassulus,,1,,,,,,,,
7/21/2017,Virginia Basin,KE,P5,2,K19,30919,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K20,30920,Wasps,Senecio crassulus,,1,,,,,,Empididae,,
7/21/2017,Virginia Basin,KE,P5,2,K21,30921,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,2,K22,30922,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,10,K23,30923,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,10,K24,30924,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,10,K25,30925,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
7/21/2017,Virginia Basin,KE,P5,10,K26,30926,Other fly,Senecio crassulus,,1,,,Azeliinae,Thricops,,Thricops,,
